Book Results on 2018.Sep.17
Accession Date (YYYYMMDD),Accession #, Title,Author,# Times Checked Out
18750313,902,"The hard-scrabble of Elm Island.","Kellogg, Elijah, 1813-1901.",86
18750313,903,"Horse Shoe Robinson: a tale of the Tory ascendency.","Kennedy, John Pendleton, 1795-1870.",15
19000512,11796,"The adventures of Tom Sawyer,","Clemens, Samuel Langhorne, ‡d 1835-1910.",71
18750313,904,"Swallow barn : or, a sojourn in the Old Dominion.","Kennedy, John Pendleton, 1795-1870.",11
18971007,10553,"Nick of the woods, or, The Jibbenainosay : a tale of Kentucky.","Bird, Robert Montgomery, 1806-1854.",24
18750313,905,"Saint Leger; or, The threads of life : a romance.","Kimball, Richard B. (Richard Burleigh), 1816-1892.",15
19000514,11797,"Life's handicap : being stories of mine own people.","Kipling, Rudyard, 1865-1936.",5
18750313,906,"Undercurrents : a novel.","Kimball, Richard B. (Richard Burleigh), 1816-1892.",29
19000514,11798,"Many inventions.","Kipling, Rudyard, 1865-1936.",5
19000514,11799,"Plain tales from the hills.","Kipling, Rudyard, 1865-1936.",14
18750313,907,"Was he successful? : a novel.","Kimball, Richard B. (Richard Burleigh), 1816-1892.",11
18920105,8003,"Light on free masonry.",,9
19000514,11802,"Departmental ditties and Ballads and Barrack-room ballads.","Kipling, Rudyard, 1865-1936.",5
18750313,908,"Alton Locke, tailor and poet : an autobiography.","Kingsley, Charles, 1819-1875.",12
18920105,8004,"The Blennerhassett papers : embodying the private journal of Harman Blennerhassett, and the hitherto unpublished corresondence of Burr, Alston, Comfort Tyler, Devereaux, Dayton, Adair, Miro, Emmett, Theodosia Burr Alston, Mrs. Blennerhassett, and others, their contemporaries : developing the purposes and aims of those engaged in the attempted Wilkinson and Burr revolution : embracing also the first account of the ""Spanish Association of Kentucky"" and a memoir of Blennerhassett.","Safford, William H. (William Harrison), 1821-1903.",3
18920105,8005,"The pictorial Sunday book : designed for the use of families, Bible classes, and Sunday School teachers: derived principally from the manners and customs of the Jews ; the rites, traditions, and antiquities, of eastern nations, explanatory of many portions of the Old and New Testaments together with interesting descriptions of the principal places mentioned in the Bible, illustrated by numerous landscape scenes, from sketches taken on the spot.",,2
18750313,910,"Leighton court : a country-house story.","Kingsley, Henry, 1830-1876.",1
18920105,8007,"The gates ajar.","Phelps, Elizabeth Stuart, 1844-1911.",40
18940727,8980,"The prince of India, or, Why Constantinople fell.","Wallace, Lew, 1827-1905.",101
18940727,8981,"The prince of India, or, Why Constantinople fell.","Wallace, Lew, 1827-1905.",79
18940727,8982,"John Bodewin's testimony.","Foote, Mary Hallock, 1847-1938.",57
18940727,8983,"Donovan : a novel.","Lyall, Edna, 1857-1903.",60
18940727,8984,"The American claimant.","Clemens, Samuel Langhorne, ‡d 1835-1910.",82
18850620,6030,"Journal of the House of Representatives of the United States.","United States. Congress. House.",2
18850620,6034,"Tenth Census of the United States, 1880 : census reports, June 1, 1880.","United States. Census Office.",1
18750313,913,"Westward ho!, or, The voyages and adventures of Sir Amyas Leigh, Knight : in the reign of Her Most Glorious Majesty, Queen Elizabeth.","Kingsley, Charles, 1819-1875.",48
18750313,914,"Yeast : a problem.","Kingsley, Charles, 1819-1875.",13
18971007,10554,"Boy life in the United States Navy.","Clark, H. H. (Henry Howard)",84
18750313,915,"Peter the whaler : his early life and adventures in the arctic regions and other parts of the world.","Kingston, William Henry Giles, 1814-1880.",44
18971007,10555,"City boys in the woods, or, A trapping venture in Maine.","Wells, Henry P. (Henry Parkhurst), 1842-1904.",37
18750313,916,"Salt water; or, The sea life and adventures of Neil D'Arcy, the midshipman.","Kingston, William Henry Giles, 1814-1880.",1
18750313,917,"Schoolboy days.","Kingston, William Henry Giles, 1814-1880.",41
18750313,918,"Tales from Shakespeare : designed for the use of young people.","Lamb, Charles, 1775-1834.",3
18750313,920,"Genevieve : or, The history of a servant girl.","Lamartine, Alphonse de, 1790-1869.",1
18750527,2117,"Pre-historic races of the United States of America.","Foster, J. W. (John Wells), 1815-1873.",13
18750527,2118,"Hereditary genius : an inquiry into its laws and consequences.","Galton, Francis, Sir, 1822-1911.",3
18940727,8985,"A war-time wooing : a story.","King, Charles, 1844-1933.",145
18940727,8986,"Don Orsino.","Crawford, F. Marion (Francis Marion), 1854-1909.",81
18940727,8987,"Sant' Ilario.","Crawford, F. Marion (Francis Marion), 1854-1909.",87
18940727,8988,"The adventures of Oliver Twist.","Dickens, Charles, 1812-1870.",35
18940727,8989,"Perlycross : a novel.","Blackmore, R. D. (Richard Doddridge), 1825-1900.",82
19000514,11803,"Soldiers three : the story of the Gadsbys. In black and white.","Kipling, Rudyard, 1865-1936.",12
18940727,8990,Marcella.,"Ward, Humphry, Mrs., 1851-1920.",127
19000514,11804,"Under the deodars : [including] The phantom 'rickshaw. Wee Willie Winkie.","Kipling, Rudyard, 1865-1936.",9
18940727,8991,Marcella.,"Ward, Humphry, Mrs., 1851-1920.",96
19000514,11805,"The Princess Aline.","Davis, Richard Harding, 1864-1916.",64
19000516,11806,"Plutarch's Lives of celebrated Greeks and Romans.",Plutarchus.,2
19000516,11807,"In black and white.","Kipling, Rudyard, 1865-1936.",5
19000516,11808,"The mistress of Quest : a novel.","Sergeant, Adeline, 1851-1904.",54
19000518,11809,"Burnham Breaker.","Greene, Homer, 1853-1940.",16
19000518,11810,"To have and to hold.","Johnston, Mary, 1870-1936.",86
19000518,11811,"Janice Meredith : a story of the American revolution.","Ford, Paul Leicester, 1865-1902.",57
19000518,11812,"Deacon Bradbury : a novel.","Dix, Edwin Asa, 1860-1911.",105
19000518,11813,"M. M. C. : a story of the great Rockies.","Vaile, Charlotte M. (Charlotte Marion), 1852-1902.",15
19000518,11814,"The land of the long night.","Du Chaillu, Paul B. (Paul Belloni), 1835-1903.",39
19000518,11815,"A son of the revolution : being the story of young Tom Edwards, adventurer, and how he labored for liberty and fought it out with his conscience in the days of Burr's conspiracy.","Brooks, Elbridge Streeter, 1846-1902.",38
19000518,11816,"The bee people.","Morley, Margaret Warner, 1858-1923.",2
19000518,11817,"Seraph : the little violiniste.","Jamison, C. V. (Cecilia Viets), 1837?-1909.",47
19000518,11818,"Cadet Standish of the St. Louis : a story of our naval campaign in Cuban waters.","Drysdale, William, 1852-1901.",77
19000518,11819,"A girl of '76.","Blanchard, Amy Ella, 1856-1926.",51
18750527,2119,"Sleep and its derangements.","Hammond, William Alexander, 1828-1900.",1
18940727,8992,"Guy Mannering : Anne of Geierstein.","Scott, Walter, Sir, 1771-1832.",39
19000531,11820,"Prudence Palfrey : a novel.","Aldrich, Thomas Bailey, 1836-1907.",41
18940727,8993,"The betrothed : and , Peveril of the Peak.","Scott, Walter, Sir, 1771-1832.",39
19000604,11821,"Won by the sword : a tale of the thirty years' war.","Henty, G. A. (George Alfred), 1832-1902.",44
18940727,8994,"Rob Roy : Heart of Midlothian.","Scott, Walter, Sir, 1771-1832.",52
19000604,11822,"At Aboukir and Acre ; a story of Napoleon's invasion of Egypt.","Henty, G. A. (George Alfred), 1832-1902.",30
18750527,2122,"Chapters on animals.","Hamerton, Philip Gilbert, 1834-1894.",3
19000604,11823,"The treasure ship : a tale of Sir William Phipps, the regicides, and the inter-charter period in Massachusetts.","Butterworth, Hezekiah, 1839-1905.",48
18750527,2123,"Lakey's village and country houses : or cheap homes for all classes.","Lakey, Charles D.",1
18940727,8995,"Black dwarf : Old Mortality ; Quentin Durward.","Scott, Walter, Sir, 1771-1832.",36
19000604,11824,"Three young continentals : a story of the American revolution.","Tomlinson, Everett T. (Everett Titsworth), 1859-1931.",56
18940727,8996,"Ivanhoe and the talisman.","Scott, Walter, Sir, 1771-1832.",72
18750527,2124,"Health : a handbook for households and schools.","Smith, Edward, 1818?-1874.",3
19000604,11825,"The despatch boat of the Whistle : a story of Santiago.","Stoddard, William Osborn, 1835-1925.",67
18750527,2125,"First principles of a new system of philosophy.","Spencer, Herbert, 1820-1903.",8
19000604,11826,"The story of our war with Spain.","Brooks, Elbridge Streeter, 1846-1902.",22
18750527,2126,"The principles of biology.","Spencer, Herbert, 1820-1903.",8
19000604,11827,"A little colonial dame : a story of old Manhattan Island.","Sage, Agnes Carr.",33
19000604,11828,"Cumulative index to a selected list of periodicals.","Public Library at Cleveland Ohio",2
18750527,2128,"The principles of psychology.","Spencer, Herbert, 1820-1903.",26
18750527,2129,"The principles of psychology.","Spencer, Herbert, 1820-1903.",6
19000604,11830,"A great love.","Burnham, Clara Louise, 1854-1927.",93
19000608,11831,"Five Little Peppers grown up : a sequel to Five Little Peppers midway.","Sidney, Margaret, 1844-1924.",43
18971007,10556,"Life on the Mississippi.","Clemens, Samuel Langhorne, ‡d 1835-1910.",40
19000608,11832,"Five little Peppers midway : a sequel to Five little Peppers and how they grew.","Sidney, Margaret, 1844-1924.",37
18971007,10557,"Captain Sam, or, The boy scouts of 1814.","Eggleston, George Cary, 1839-1911.",7
18971007,10558,"The jo-boat boys.","Cowan, John F. (John Franklin), 1854-1942.",75
18940727,8997,"Kenilworth : St. Ronan's well.","Scott, Walter, Sir, 1771-1832.",78
18940727,8998,"Bride of Lammermoor : a legend of Montrose ; Chronicles of the Canongate ; Surgeon's daughter.","Scott, Walter, Sir, 1771-1832.",53
18940727,8999,"Redgauntlet and The pirate.","Scott, Walter, Sir, 1771-1832.",54
18940727,9000,"The fortunes of Nigel and Count Robert of Paris.","Scott, Walter, Sir, 1771-1832.",18
18940727,9001,"The monastery ; The abbot : being a sequel to the monastery.","Scott, Walter, Sir, 1771-1832.",16
18940727,9002,"Fair maid of Perth : The antiquary.","Scott, Walter, Sir, 1771-1832.",39
18940727,9003,"Waverley : Woodstock.","Scott, Walter, Sir, 1771-1832.",12
18940727,9004,"Ohio : first fruits of the ordinance of 1787.","King, Rufus, 1817-1891.",7
18940727,9005,Indiana.,"Dunn, Jacob Piatt, 1855-1924.",17
18940727,9006,"Maryland : the history of a palatinate.","Browne, William Hand, 1828-1912.",2
18940727,9009,"California : from the conquest of 1846 to the second vigilance committee in San Francisco [1856] A study of American character","Royce, Josiah, 1855-1916.",4
18940727,9010,"Missouri, a bone of contention.","Carr, Lucien, 1829-1915.",2
18940727,9011,"New York : the planting and the growth of the Empire State.","Roberts, Ellis H. (Ellis Henry), 1827-1918.",5
18750313,921,"Guy Livingston : or, 'Thorough'","Lawrence, George A. (George Alfred), 1827-1876.",10
18940727,9012,"New York : the planting and the growth of the Empire State.","Roberts, Ellis H. (Ellis Henry), 1827-1918.",2
18750313,923,"Maurice Dering, or, The quadrilateral : a novel.","Lawrence, George A. (George Alfred), 1827-1876.",1
18750313,924,"Sans merci; or, Kestrels and falcons : a novel.","Lawrence, George A. (George Alfred), 1827-1876.",3
18750313,925,"Sword and gown. A novel.","Lawrence, George A. (George Alfred), 1827-1876.",26
18940727,9013,Kentucky.,"Shaler, Nathaniel Southgate, 1841-1906.",8
18920105,8014,"Annals of the Army of the Cumberland : comprising biographies, descriptions of departments, accounts of expeditions, skirmishes, and battles ; also its police record of spies, smugglers, and prominent rebel emissaries ... and official reports of the battle of Stone River and of the Chickamauga Campaign.","Fitch, John, of Alton (Ill.)",3
18750313,926,"Mr. Wynyard's ward : a novel.","Lee, Holme, 1828-1900.",25
18940727,9015,"Abraham Lincoln.","Morse, John Torrey, 1840-1937.",14
18750313,927,"Howard and his teacher ; The sister's influence and other stories.","Baker, Harriette Newell Woods, 1815-1893.",1
18940727,9016,"Abraham Lincoln.","Morse, John Torrey, 1840-1937.",12
18940727,9017,"The out-door world, or, Young collector's handbook.","Furneaux, William S.",8
18920105,8016,"The three beauties.","Southworth, Emma Dorothy Eliza Nevitte, 1819-1899.",113
18750313,930,Barrington.,"Lever, Charles James, 1806-1872.",9
18750313,931,"Charles O'Malley, the Irish dragoon.","Lever, Charles James, 1806-1872.",28
18920105,8017,"A winter in Madeira and a summer in Spain and Florence.","Dix, John A. (John Adams), 1798-1879.",1
18920105,8018,"The sociable, or, One thousand and one home amusements : containing acting proverbs, dramatic charades, acting charades, or drawing-room pantomimes, musical burlesques, tableaux vivants, parlor games, games of action, forfeits, science in sport and parlor magic, and a choice collection of curious mental and mechanical puzzles, &c., &c. : illustrated with nearly three hundred engravings and diagrams, the whole being a fund of never-ending entertainment.","Arnold, George, 1834-1865.",3
18920315,8236,"Report of the Commissioner of Education made to the Secretary of the Interior for the year ... with accompanying papers.","United States. Bureau of Education.",8
18750313,932,"Con Cregan : the Irish Bil Blas.","Lever, Charles James, 1806-1872.",3
18920105,8019,"Memoir of the life and public services of John Charles Frémont ...","Bigelow, John, 1817-1911.",1
18920315,8237,"Accounts of the Treasurer of the United States : for the fiscal year, which ended June 30, ..","United States. Treasury Department.",1
18750313,933,"The knight of Gwynne : a tale of the time of the union.","Lever, Charles James, 1806-1872.",10
18920105,8020,"Memoir of the life and writings of Mrs. Hemans.","Browne, Miss.",1
18750313,934,"Sir Brook Fossbrooke. A novel.","Lever, Charles James, 1806-1872.",6
18750313,935,"The true history of a little ragamuffin.","Greenwood, James.",6
18750313,936,"Handy Andy.","Lover, Samuel, 1797-1868.",0
18971007,10559,"The Green mountain boys; a historical tale of the early settlement of Vermont.","Thompson, Daniel P. (Daniel Pierce), 1795-1868.",28
18971007,10560,"Winning his way.","Coffin, Charles Carleton, 1823-1896.",27
18971007,10561,"Strange sights abroad, or, A voyage in European waters.","Adams, William T. ‡q (William Taylor), 1822-1897.",40
18750527,2103,"The hanging of the crane.","Longfellow, Henry Wadsworth, 1807-1882.",2
18750527,2131,"Primitive culture : researches into the development of mythology, philosophy, religion, language, art and custom.","Tylor, Edward B. (Edward Burnett), 1832-1917.",3
18960605,9863,"Message from the President of the United States to both Houses of Congress at the commencement of the ... session of the ... Congress.","United States. President.",1
18750527,2132,"The science of law.","Amos, Sheldon, 1835-1886.",1
18750527,2134,"Physics and politics; or, Thoughts on the application of the principles of ""natural selection"" and ""inheritance"" to political society.","Bagehot, Walter, 1826-1877.",2
18750527,2135,"The new chemistry.","Cooke, Josiah Parsons, 1827-1894.",11
18750527,2136,"Fungi : their nature and uses.","Cooke, M. C. (Mordecai Cubitt), 1825-1914.",1
18750527,2137,"History of the conflict between religion and science.","Draper, John William, 1811-1882.",12
19000518,11833,"Under the lilacs.","Alcott, Louisa May, 1832-1888.",104
19000518,11834,"Eight cousins, or, The aunt-hill.","Alcott, Louisa May, 1832-1888.",1
19000518,11835,"Little men : life at Plumfield with Jo's boys.","Alcott, Louisa May, 1832-1888.",34
19000518,11836,"An old-fashioned girl.","Alcott, Louisa May, 1832-1888.",36
18960605,9870,"Report on manufacturing industries in the United States at the eleventh census, 1890.","United States. Bureau of the Census. 11th census, 1890.",3
19000518,11837,"Little women or, Meg, Jo, Beth, and Amy.","Alcott, Louisa May, 1832-1888.",43
19000608,11838,"Rose in bloom : a sequel to ""Eight cousins"".","Alcott, Louisa May, 1832-1888.",52
19000608,11839,"Comic tragedies.","Alcott, Louisa May, 1832-1888.",2
19000601,11840,"A modern Mephistopheles, and A whisper in the dark.","Alcott, Louisa May, 1832-1888.",14
19000608,11841,"Work : a story of experience.","Alcott, Louisa May, 1832-1888.",23
19000611,11842,"Miss Bagg's secretary : a West Point romance.","Burnham, Clara Louise, 1854-1927.",96
18750313,1290,"The secret service : the field, the dungeon, and the escape.","Richardson, Albert D. (Albert Deane), 1833-1869.",6
19000622,11843,"Red Eagle and the wars with the Creek Indians of Alabama.","Eggleston, George Cary, 1839-1911.",37
18750313,1291,"The Remarkable adventures of celebrated persons, embracing the romantic incidents and adventures in the lives of sovereigns, queens, generals, princes, travellers, warriors, adventurers, voyagers, etc., eminent in the history of Europe and America.",,2
19000622,11844,"Tecumseh and the Shawnee prophet : including sketches of George Rogers Clark, Simon Kenton, William Henry Harrison, Cornstalk, Blackhoof, Bluejacket, the Shawnee Logan, and others famous in the frontier wars of Tecumsehs̕ time.","Eggleston, Edward, 1837-1902.",16
19000622,11845,"Pocahontas : including an account of the early settlement of Virginia and of the adventures of Captain John Smith.","Eggleston, Edward, 1837-1902.",14
19000622,11846,"Brant and Red Jacket : including including [!] an account of the early wars of the Six nations, and the border warfare of the revolution.","Eggleston, Edward, 1837-1902.",19
18750313,1292,"Journal of the discovery of the source of the Nile.","Speke, John Hanning, 1827-1864.",2
19000622,11847,"Frank, the young naturalist.","Fosdick, Charles Austin, 1842-1915.",96
19000622,11848,"Frank on a gun-boat.","Fosdick, Charles Austin, 1842-1915.",104
19000622,11849,"Frank in the woods.","Fosdick, Charles Austin, 1842-1915.",104
18750313,1293,"How I found Livingston : travels, adventures, and discoveries in Central Africa including four months' residence with Dr. Livingston.","Stanley, Henry M. (Henry Morton), 1841-1904.",5
18960605,9872,"The cause of hard times.","Crocker, Uriel H. (Uriel Haskell), 1832-1902.",5
18800729,3527,"The North American review.",,1
18960605,9873,"Law of psychic phenomena : a working hypothesis for the systematic study of hypnotism, spiritism, mental therapeutics, etc.","Hudson, Thomson Jay, 1834-1903.",48
18971007,10562,"Thaddeus of Warsaw.","Porter, Jane, 1776-1850.",29
18750313,1294,"By-ways of Europe.","Taylor, Bayard, 1825-1878.",5
18800729,3528,"The North American review.",,3
18980605,9874,"Beside the bonnie brier bush.","Watson, John, 1850-1907.",55
18971001,10563,"Our week afloat, or, How we explored the Pequonset River.","Stanley, Wallace P.",31
18960605,9875,"Man in the iron mask : a historical romance.","Dumas, Alexandre, 1802-1870.",74
18750313,1295,"A visit to India, China, and Japan, in the year 1853.","Taylor, Bayard, 1825-1878.",9
18971007,10564,"Dan of Millbrook : a story of American life.","Coffin, Charles Carleton, 1823-1896.",56
18960623,9876,"A house-boat on the Styx : being some account of the divers doings of the associated shades.","Bangs, John Kendrick, 1862-1922.",120
19000622,11850,"Frank on the lower Mississippi.","Fosdick, Charles Austin, 1842-1915.",90
18960623,9877,"Dolly Madison.","Goodwin, Maud Wilder, 1856-1935.",18
18750313,1296,"Travels in Greece and Russia : with an excursion to Crete.","Taylor, Bayard, 1825-1878.",5
19000622,11851,"Frank before Vicksburg.","Fosdick, Charles Austin, 1842-1915.",89
19000622,11852,"Marcy, the blockade-runner.","Fosdick, Charles Austin, 1842-1915.",37
18971007,10565,"Canoemates : a story of the Florida Reef and Everglades.","Munroe, Kirk, 1850-1930.",60
19000622,11853,"Marcy, the refugee.","Fosdick, Charles Austin, 1842-1915.",31
19000622,11854,"Rodney the partisan.","Fosdick, Charles Austin, 1842-1915.",42
19000622,11855,"The signal boys of '75 : a tale of Boston during the siege.","Otis, James, 1848-1912.",25
19000622,11856,"Neal, the miller : a son of liberty.","Otis, James, 1848-1912.",15
18971007,10566,"Lynx-hunting : from notes by the author of ""Camping out""","Stephens, C. A. (Charles Asbury), 1844-1931.",19
18750313,1297,"Eldorado; or, Adventures in the path of empire : comprising a voyage to California, via Panama; life in San Francisco and Monterey; pictures of the gold region, and experiences of Mexican travel.","Taylor, Bayard, 1825-1878.",4
19000622,11857,"Ezra Jordan's escape from the massacre at Fort Loyall.","Otis, James, 1848-1912.",21
18971007,10567,"Guy Harris, the runaway.","Fosdick, Charles Austin, 1842-1915.",158
19000622,11858,"An island refuge : Casco Bay in 1676.","Otis, James, 1848-1912.",22
18971007,10568,"Sailor-boy Bob.","Rand, Edward A. (Edward Augustus), 1837-1903.",42
18971007,10569,"Raftmates : story of the great river.","Munroe, Kirk, 1850-1930.",131
18920315,8238,"Bulletin of the United States Geological Survey.","51st Congress",1
19000622,11859,"Morgan, the Jersey spy : a story of the siege of Yorktown in 1781.","Otis, James, 1848-1912.",50
18750313,1298,"Travels in South Africa.","Taylor, Bayard, 1825-1878.",3
18920315,8239,"Consular reports.","United States. Bureau of Foreign Commerce.",1
19000622,11860,"Sarah Dillard's ride : a story of the Carolinas in 1780.","Otis, James, 1848-1912.",35
18920315,8240,"Annual report of the American Historical Association.","American Historical Association.",1
18920315,8241,"Special consular reports.",,2
18971007,10570,"Down the bay, or, Joe and I on salt water.","Stanley, Wallace P.",24
19000622,11861,"A Tory plot : a story of the attempt to kill General Washington in 1776.","Otis, James, 1848-1912.",36
19000622,11862,"Corporal 'Lige's recruit : a story of Crown Point and Ticonderoga.","Otis, James, 1848-1912.",29
18750313,1299,"Wild men and wild beasts : or, Scenes in camp and jungle","Cumming, Gordon, Lt. Col.",4
18920315,8243,"Digest of contested-election cases in the Fifty-first Congress.","United States. Congress. Senate. Committee on Elections.",1
18920315,8244,"Bulletin of the United States Fish Commission.",51st,104
18920315,8245,"Annual report of the United States Geological Survey to the Secretary of the Interior.","Geological Survey (U.S.)",1
18750313,937,"Mabel's progress : a novel.","Trollope, Frances Eleanor, d. 1913.",42
18750313,938,"Yarns of an old mariner.","Clarke, Mary Cowden, 1809-1898.",34
18750313,939,"Planting the wilderness, or, The pioneer boys : a story of frontier life.","McCabe, James Dabney, 1842-1883.",6
18750313,940,"The Waterdale neighbors : a novel.","McCarthy, Justin, 1830-1912.",17
18920105,8022,"On the functions of the brain and of each of its parts : with observations on the possibility of determining the instincts, propensities, and talents, or the moral and intellectual dispositions of men and animals, by the configuration of the brain and head.","Gall, F. J. (Franz Joseph), 1758-1828.",4
18920105,8023,"On the functions of the brain and of each of its parts : with observations on the possibility of determining the instincts, propensities, and talents, or the moral and intellectual dispositions of men and animals, by the configuration of the brain and head.","Gall, F. J. (Franz Joseph), 1758-1828.",1
18750313,941,"Alec Forbes of Howglen : a novel.","MacDonald, George, 1824-1905.",2
18920105,8024,"On the functions of the brain and of each of its parts : with observations on the possibility of determining the instincts, propensities, and talents, or the moral and intellectual dispositions of men and animals, by the configuration of the brain and head.","Gall, F. J. (Franz Joseph), 1758-1828.",2
18750313,942,"Annals of a quiet neighborhood.","MacDonald, George, 1824-1905.",7
18920105,8025,"On the functions of the brain and of each of its parts : with observations on the possibility of determining the instincts, propensities, and talents, or the moral and intellectual dispositions of men and animals, by the configuration of the brain and head.","Gall, F. J. (Franz Joseph), 1758-1828.",1
18750313,943,"David Elginbrod.","MacDonald, George, 1824-1905.",14
18920105,8026,"On the functions of the brain and of each of its parts : with observations on the possibility of determining the instincts, propensities, and talents, or the moral and intellectual dispositions of men and animals, by the configuration of the brain and head.","Gall, F. J. (Franz Joseph), 1758-1828.",2
18750313,944,"Guild Court : a London story.","MacDonald, George, 1824-1905.",6
18920105,8027,"On the functions of the brain and of each of its parts : with observations on the possibility of determining the instincts, propensities, and talents, or the moral and intellectual dispositions of men and animals, by the configuration of the brain and head.","Gall, F. J. (Franz Joseph), 1758-1828.",1
18750313,945,"Phantastes : a faerie romance for men and women.","MacDonald, George, 1824-1905.",11
18750313,946,"The portent : a story of the inner vision of the Highlanders, commonly called The second sight.","MacDonald, George, 1824-1905.",32
18750313,947,"Ranald Bannerman's boyhood.","Macdonald, George, 1824-1905.",7
18920105,8030,"Outlines of English literature.","Shaw, Thomas B. (Thomas Budd), 1813-1862.",16
18750313,948,"Robert Falconer.","MacDonald, George, 1824-1905.",26
18750313,949,"The seaboard parish; a sequel to ""Annals of a quiet neighborhood"".","MacDonald, George, 1824-1905.",5
18750313,950,"Gold Elsie.","John, Eugenie, 1825-1887.",1
18750313,951,"The little moorland princess.","John, Eugenie, 1825-1887.",1
18750313,953,"Over yonder : a novelette.","John, Eugenie, 1825-1887.",37
18750313,954,"The heiress of Haughton, or The mother's secret.","Marsh-Caldwell, Anne, 1791-1874.",29
18750313,955,"Lettice Arnold : a novel.","Marsh-Caldwell, Anne, 1791-1874.",1
18971007,10571,"The death-shot : a story retold.","Reid, Mayne, 1818-1883.",45
18920105,8031,"Lecons françaises a l'usage de commencans.","Berard, Claudius, 1786-1848.",1
18971007,10572,"Gwen Wynn : a romance of the Wye.","Reid, Mayne, 1818-1883.",35
18750313,956,"Mordaunt hall, or A September night : a novel.","Marsh-Caldwell, Anne, 1791-1874.",7
18750313,957,"The rose of Ashurst.","Marsh-Caldwell, Anne, 1791-1874.",16
18750313,958,"The Wilmingtons : a novel.","Marsh-Caldwell, Anne, 1791-1874.",3
18750313,959,"Mattie : a stray.","Robinson, F. W. (Frederick William), 1830-1901.",12
18920105,8032,"The Knickerbocker.",,3
18920105,8033,"Miss Beecher's domestic receipt book; designed as a supplement to her Treatise on domestic economy.","Beecher, Catharine Esther, 1800-1878.",1
18750313,960,"The children of the new forest.","Marryat, Frederick, 1792-1848.",10
18750313,961,"Jacob faithful, or, The adventures of a waterman.","Marryat, Frederick, 1792-1848.",1
18960623,9878,"The wandering Jew.","Sue, Eugène, 1804-1857.",57
18960623,9879,"The wandering Jew.","Sue, Eugène, 1804-1857.",34
18960623,9881,"11th Census of the United States, 1890.","United States. Census Office.",1
18750527,2139,"Responsibility in mental disease.","Maudsley, Henry, 1835-1918.",5
18960620,9883,"Selections from the poetical works of Robert Browning.","Browning, Robert, 1812-1889.",1
19000622,11863,"Tom Newcombe : or, The boy of bad habits.","Fosdick, Charles Austin, 1842-1915.",46
19000622,11864,"No moss, or, The career of a rolling stone.","Fosdick, Charles Austin, 1842-1915.",30
19000622,11865,"Go-ahead; or, The fisher-boy's motto.","Fosdick, Charles Austin, 1842-1915.",36
18750527,2140,"Animal locomotion; or, walking, swimming, and flying : with a dissertation on aëronautics.","Pettigrew, James Bell, 1834-1908.",4
19000622,11866,"George in camp : or, Life on the plains.","Fosdick, Charles Austin, 1842-1915.",74
18750527,2141,"The doctrine of descent and Darwinism.","Schmidt, Dr. (Eduard Oskar), 1823-1886.",5
19000622,11867,"George at the fort, or, Life among the soldiers.","Fosdick, Charles Austin, 1842-1915.",75
19000622,11868,"George at the wheel, or, Life in the pilot-house.","Fosdick, Charles Austin, 1842-1915.",51
18750527,2142,Foods.,"Smith, Edward, 1818?-1874.",2
19000626,11869,"""No gentlemen.""","Burnham, Clara Louise, 1854-1927.",86
18750527,2143,"The study of sociology.","Spencer, Herbert, 1820-1903.",2
18750527,2144,"The conservation of energy.","Stewart, Balfour, 1828-1887.",5
19000626,11870,"Dearly bought : a novel.","Burnham, Clara Louise, 1854-1927.",104
19000626,11871,"A sane lunatic.","Burnham, Clara Louise, 1854-1927.",94
19000626,11872,"Next door.","Burnham, Clara Louise, 1854-1927.",82
19000626,11873,"Young maids and old.","Burnham, Clara Louise, 1854-1927.",93
19000626,11874,"The mistress of Beech Knoll : a novel.","Burnham, Clara Louise, 1854-1927.",81
19000706,11875,"The proofs of Theosophy : a lecture.","Fullerton, Alexander.",2
18971007,10573,"The pioneers, or, The sources of the Susquehanna : a descriptive tale.","Cooper, James Fenimore, 1789-1851.",40
18971007,10574,"With Wolfe in Canada, or, The winning of a continent.","Henty, G. A. (George Alfred), 1832-1902.",44
18971007,10575,"Through the Sikh war : a tale of the conquest of the Punjaub.","Henty, G. A. (George Alfred), 1832-1902.",58
18850620,6040,"Tom Brown's school days.","Hughes, Thomas, 1822-1896.",1
18971007,10576,"By pike and dyke : a tale of the rise of the Dutch Republic.","Henty, G. A. (George Alfred), 1832-1902.",29
19000706,11876,"The record of fireproofed wood : tests, fireproof warships, etc.","Electric Fireproofing Co.",1
19000709,11878,"The train boy.","Alger, Horatio, 1832-1899.",211
18960930,9893,"Congressional record : proceedings and debates of the ... Congress.","United States. Congress.",1
18920315,8247,"Report of the superintendent of the U.S. Coast and Geodetic Survey showing the progress of the work during the fiscal year ending with ...","U.S. Coast and Geodetic Survey.",3
18971007,10577,"With Lee in Virginia : a story of the American Civil War.","Henty, G. A. (George Alfred), 1832-1902.",92
18920315,8248,"Lake Bonneville.","Gilbert, Grove Karl, 1843-1918.",126
18920315,8249,"Offers and Contracts for carrying the mails, etc. Letter from the post-master-general...",,5
18960930,9894,"Congressional record : proceedings and debates of the ... Congress.","United States. Congress.",1
18850622,6044,"Report of Commissioner of Fish and Fisheries.","United States Fish Commission.",1
18960930,9895,"Congressional record : proceedings and debates of the ... Congress.","United States. Congress.",2
